Station,Entries,Latitude,Longitude,Year
Mooroolbark,197000,-37.78474883,145.3124024,2020
Toorak,196650,-37.85077381,145.0139086,2020
Highett,194000,-37.948425,145.0418718,2020
Cardinia Road,193250,-38.07129047,145.437791,2020
Tottenham,190650,-37.7992509,144.8629449,2020
Thornbury,190250,-37.75505179,144.9985715,2020
Holmesglen,187800,-37.87440222,145.090662,2020
Chelsea,186300,-38.05195538,145.1160413,2020
Heatherdale,185950,-37.81889537,145.2127872,2020
Gardenvale,185050,-37.89669508,145.0041684,2020
Sandown Park,178800,-37.95650457,145.1628259,2020
Keon Park,178750,-37.69487012,145.0118838,2020
Tooronga,176050,-37.84936553,145.0417337,2020
Lynbrook,174550,-38.05734118,145.2492751,2020
Mckinnon,173200,-37.91030903,145.038299,2020
Regent,170900,-37.72840277,145.0027726,2020
Bell,170000,-37.74556212,145.000155,2020
Seddon,168900,-37.80900514,144.8956716,2020
Ferntree Gully,162600,-37.88169799,145.2952513,2020
Ruthven,162400,-37.70789754,145.0095166,2020
Parkdale,161900,-37.99307882,145.0763268,2020
Anstey,159900,-37.76124203,144.960684,2020
Yarraman,158500,-37.97825454,145.1916003,2020
Carrum,157950,-38.07489292,145.1224183,2020
Jordanville,157850,-37.87360339,145.1120902,2020
Gardiner,157650,-37.85327908,145.0516547,2020
Brunswick,155350,-37.76772055,144.9595865,2020
Seaford,154500,-38.10402104,145.1282304,2020
Laburnum,153150,-37.82078023,145.1407027,2020
Northcote,151500,-37.76986537,144.9952772,2020
Upfield,147300,-37.66607779,144.9467399,2020
Coburg,145500,-37.74234502,144.9633363,2020
Belgrave,143400,-37.9091021,145.3552913,2020
Ringwood East,140600,-37.81196804,145.2501909,2020
Brighton Beach,140150,-37.92648432,144.9891536,2020
Jewell,135400,-37.77498702,144.9587169,2020
Strathmore,130750,-37.74359132,144.9273157,2020
Jacana,129500,-37.69513079,144.9158505,2020
South Kensington,127950,-37.79953087,144.925469,2020
East Malvern,127600,-37.87693002,145.069393,2020
Patterson,127150,-37.92514919,145.03547,2020
Merlynston,126950,-37.72093389,144.9613135,2020
Merinda Park,126750,-38.07900048,145.2635114,2020
Altona,126100,-37.8671476,144.8296447,2020
North Williamstown,125500,-37.85733348,144.8890695,2020
Spotswood,122500,-37.83063888,144.8859335,2020
Canterbury,122400,-37.82448518,145.0812242,2020
Darling,120400,-37.86895684,145.0629508,2020
Dennis,118700,-37.77918729,145.0082416,2020
Glen Iris,118200,-37.85930842,145.0582249,2020
Royal Park,117850,-37.78119293,144.9523013,2020
Batman,116250,-37.73352285,144.9628406,2020
Croxton,115250,-37.764101,144.9970562,2020
Gowrie,112050,-37.700678,144.9588743,2020
Glenbervie,109700,-37.74720985,144.9209387,2020
Beaconsfield,109600,-38.05083135,145.3660737,2020
Alphington,109600,-37.77839363,145.0312549,2020
Westgarth,108300,-37.7806207,144.9992332,2020
Westona,107350,-37.86516348,144.8134936,2020
Burwood,106400,-37.85156328,145.0805111,2020
Coolaroo,105150,-37.66100253,144.9260556,2020
Edithvale,104700,-38.03805602,145.1085355,2020
Middle Gorge,103900,-37.644062,145.09214,2020
Montmorency,103450,-37.71529624,145.1215157,2020
Kooyong,102400,-37.83992894,145.0335516,2020
Macaulay,101750,-37.79426673,144.9361663,2020
East Camberwell,100800,-37.82589419,145.0681902,2020
Ashburton,100200,-37.86196753,145.0813438,2020
Heyington,99050,-37.83467244,145.0226353,2020
Heathmont,96050,-37.82832227,145.2445554,2020
Upper Ferntree Gully,95700,-37.8926717,145.3075302,2020
Flemington Bridge,94250,-37.78813995,144.9393233,2020
Kananook,92700,-38.12174203,145.1352953,2020
Moreland,91250,-37.75448484,144.961823,2020
Mont Albert,84300,-37.81942655,145.1055304,2020
Aspendale,84050,-38.02722019,145.1021496,2020
Middle Footscray,81800,-37.8025047,144.8914721,2020
Chatham,80050,-37.82429952,145.0886479,2020
Williamstown Beach,78150,-37.86398189,144.8944837,2020
Riversdale,73250,-37.83150543,145.069646,2020
Diamond Creek,72850,-37.67329744,145.1585062,2020
Bonbeach,71450,-38.06294478,145.1196804,2020
Hawkstowe,70900,-37.622992,145.097396,2020
Merri,70400,-37.77784668,144.9929725,2020
Aircraft,70150,-37.86660595,144.7608094,2020
Rushall,69400,-37.78321711,144.9924071,2020
Fawkner,66600,-37.71462129,144.960545,2020
Hartwell,66400,-37.84398457,145.0755596,2020
Williamstown,64100,-37.86775292,144.9053233,2020
Officer,62250,-38.06614572,145.4109872,2020
Upwey,61700,-37.90369097,145.3313334,2020
Diggers Rest,59350,-37.62701651,144.7199224,2020
Darebin,53850,-37.77496341,145.038476,2020
Eaglemont,50550,-37.76358553,145.0539427,2020
Hurstbridge,50350,-37.63939817,145.1920169,2020
Alamein,46350,-37.86832039,145.0796557,2020
Seaholme,39900,-37.86784231,144.8409577,2020
Willison,32400,-37.83571565,145.0702976,2020
Tecoma,30300,-37.90811849,145.3429946,2020
Flemington Racecourse,25350,-37.78720192,144.9075887,2020
Wattle Glen,16600,-37.66396792,145.1816145,2020
Hastings,10500,-38.30565853,145.1859799,2020
Crib Point,8450,-38.36612338,145.2040433,2020
Bittern,5350,-38.33739032,145.1780265,2020
Somerville,4950,-38.22534196,145.1762449,2020
Leawarra,4250,-38.152034,145.139534,2020
Showgrounds,4150,-37.7835,144.915,2020
Stony Point,3900,-38.37423454,145.2218375,2020
Tyabb,2700,-38.259815,145.1864007,2020
Morradoo,2200,-38.35403334,145.1896025,2020
Baxter,1850,-38.19404306,145.1605261,2020
Flinders Street,11392850,-37.81830513,144.9669643,2021
Southern Cross,6187150,-37.81793643,144.9514112,2021
Melbourne Central,5491300,-37.80993877,144.9625935,2021
Parliament,2911250,-37.81105406,144.9729109,2021
Footscray,2783000,-37.80108298,144.9031992,2021
South Yarra,1997050,-37.83844935,144.9923422,2021
Richmond,1966800,-37.82407446,144.9901643,2021
Caulfield,1874050,-37.87745946,145.0425248,2021
Flagstaff,1681700,-37.81198131,144.9556538,2021
Box Hill,1387500,-37.81922165,145.1214289,2021
Sunshine,1235800,-37.78853633,144.8328782,2021
Dandenong,1234650,-37.98996792,145.2097254,2021
Ringwood,1080200,-37.81588648,145.2289685,2021
Glenferrie,1068450,-37.82146682,145.0364388,2021
Clayton,853500,-37.92468255,145.1205344,2021
Oakleigh,836350,-37.90037214,145.0883079,2021
Camberwell,789300,-37.82656714,145.0586972,2021
Springvale,750700,-37.94950878,145.1534518,2021
Essendon,723050,-37.7560117,144.9161975,2021
Newport,721500,-37.84271757,144.8835999,2021
Glen Waverley,705400,-37.87950407,145.1620575,2021
North Melbourne,703500,-37.80630984,144.9415102,2021
Craigieburn,696300,-37.6018169,144.9433203,2021
Frankston,692750,-38.14299007,145.1261623,2021
Huntingdale,666850,-37.91101734,145.1023643,2021
Williams Landing,633400,-37.86986533,144.7474447,2021
St Albans,610250,-37.74486131,144.8000505,2021
Blackburn,607450,-37.82007075,145.1500135,2021
Watergardens,587400,-37.70112872,144.7741805,2021
Prahran,571600,-37.84951848,144.9898599,2021
Noble Park,556700,-37.96723193,145.1769357,2021
Laverton,552750,-37.86369404,144.7726167,2021
Werribee,532750,-37.89937805,144.661118,2021
Mitcham,511650,-37.81800987,145.1919735,2021
Carnegie,510850,-37.88624148,145.0585751,2021
Westall,474400,-37.93849121,145.1388326,2021
Jolimont,473600,-37.81652702,144.9840983,2021
Reservoir,473200,-37.71688492,145.0069958,2021
Balaclava,468900,-37.86948773,144.9935121,2021
Cranbourne,462300,-38.09953731,145.280599,2021
Burnley,455750,-37.82756022,145.0075551,2021
Clifton Hill,454200,-37.78865745,144.9954167,2021
Mernda,447850,-37.602549,145.100883,2021
Broadmeadows,447650,-37.68304926,144.9196132,2021
Yarraville,442450,-37.81585044,144.8899337,2021
Elsternwick,438400,-37.88475311,145.0008979,2021
Hoppers Crossing,436400,-37.88327618,144.7009549,2021
Moonee Ponds,436200,-37.76570666,144.9191607,2021
Epping,434500,-37.65238715,145.0301217,2021
Mentone,424350,-37.9818654,145.0651659,2021
Sandringham,423250,-37.95033018,145.0045614,2021
Nunawading,421250,-37.82060317,145.1748917,2021
Thomastown,391050,-37.68033809,145.0142789,2021
Heidelberg,384400,-37.75707293,145.0606855,2021
Windsor,375950,-37.85605308,144.9920352,2021
Malvern,371100,-37.8662533,145.0292939,2021
Sunbury,362700,-37.57909097,144.7273188,2021
Murrumbeena,351600,-37.89019832,145.0673749,2021
North Richmond,351250,-37.81039836,144.9925003,2021
South Morang,347300,-37.6491588,145.0670324,2021
Ginifer,345200,-37.75751083,144.8095734,2021
Bentleigh,344350,-37.91742457,145.0369951,2021
Glenhuntly,342700,-37.88971946,145.0422229,2021
Newmarket,339600,-37.78732767,144.9289785,2021
Mount Waverley,338200,-37.87525526,145.1280557,2021
Syndal,333650,-37.87622963,145.1497805,2021
Auburn,331450,-37.82239831,145.0458437,2021
Croydon,327150,-37.79543697,145.2805978,2021
Berwick,325600,-38.04040829,145.3457261,2021
Moorabbin,322300,-37.93435329,145.0367383,2021
Cheltenham,319800,-37.96664989,145.0545579,2021
Ivanhoe,319750,-37.76889674,145.0454252,2021
Narre Warren,318150,-38.02780932,145.3039694,2021
Victoria Park,317800,-37.79915782,144.9944514,2021
Glenroy,317000,-37.70453633,144.9172204,2021
Watsonia,303800,-37.71095798,145.0837934,2021
Southland,298200,-37.958758,145.049124,2021
Rosanna,293550,-37.7428786,145.0661403,2021
Middle Brighton,292700,-37.91513441,144.9962991,2021
North Brighton,291000,-37.90488721,145.002605,2021
Ormond,288800,-37.90321167,145.0396134,2021
Hawthorn,285900,-37.82182601,145.0228987,2021
Mordialloc,284900,-38.00658295,145.0876594,2021
West Footscray,283750,-37.8018087,144.8853248,2021
Roxburgh Park,280200,-37.63823121,144.9354037,2021
Keilor Plains,277900,-37.72927934,144.7937381,2021
Ripponlea,276600,-37.87590643,144.9952366,2021
Hughesdale,276350,-37.89488129,145.0776351,2021
Coburg,272750,-37.74234502,144.9633363,2021
West Richmond,271450,-37.81494896,144.9914228,2021
Pakenham,270350,-38.08061397,145.4863791,2021
Boronia,269450,-37.8604518,145.2843851,2021
Hampton,269050,-37.93797681,145.0014706,2021
Moreland,266400,-37.75448484,144.961823,2021
Greensborough,266050,-37.70395408,145.1082474,2021
Bayswater,263750,-37.84173004,145.2681364,2021
Fairfield,262300,-37.77917126,145.0169053,2021
Pascoe Vale,256800,-37.73075596,144.9281956,2021
East Richmond,251800,-37.82639995,144.9970657,2021
Eltham,250100,-37.71354967,145.147822,2021
Collingwood,248400,-37.80452593,144.9937497,2021
Armadale,244650,-37.85645238,145.0193255,2021
Kensington,242300,-37.79378022,144.9305244,2021
Surrey Hills,241750,-37.82414805,145.0987747,2021
Lalor,241700,-37.66585075,145.0171932,2021
Ascot Vale,241200,-37.77530609,144.9218207,2021
Macleod,239150,-37.7260123,145.0691433,2021
Preston,238850,-37.73867424,145.000522,2021
Oak Park,237100,-37.71794973,144.9215188,2021
Lilydale,236150,-37.75551777,145.3477102,2021
Tottenham,232450,-37.7992509,144.8629449,2021
Hawksburn,231600,-37.84459087,145.0021421,2021
Tooronga,228050,-37.84936553,145.0417337,2021
Toorak,224850,-37.85077381,145.0139086,2021
Heatherdale,224400,-37.81889537,145.2127872,2021
Gardenvale,217150,-37.89669508,145.0041684,2021
Holmesglen,216150,-37.87440222,145.090662,2021
Mooroolbark,213050,-37.78474883,145.3124024,2021
Highett,212700,-37.948425,145.0418718,2021
Thornbury,205700,-37.75505179,144.9985715,2021
Seddon,203150,-37.80900514,144.8956716,2021
Lynbrook,203150,-38.05734118,145.2492751,2021
Albion,203100,-37.77765281,144.8247036,2021
Gardiner,198550,-37.85327908,145.0516547,2021
Mckinnon,196050,-37.91030903,145.038299,2021
Cardinia Road,194800,-38.07129047,145.437791,2021
Jordanville,191000,-37.87360339,145.1120902,2021
Sandown Park,189600,-37.95650457,145.1628259,2021
Ferntree Gully,188800,-37.88169799,145.2952513,2021
Anstey,187400,-37.76124203,144.960684,2021
Brighton Beach,186400,-37.92648432,144.9891536,2021
Upfield,185850,-37.66607779,144.9467399,2021
Merinda Park,183900,-38.07900048,145.2635114,2021
Carrum,182150,-38.07489292,145.1224183,2021
Parkdale,179650,-37.99307882,145.0763268,2021
Jewell,178100,-37.77498702,144.9587169,2021
East Malvern,176600,-37.87693002,145.069393,2021
Regent,176100,-37.72840277,145.0027726,2021
Keon Park,174750,-37.69487012,145.0118838,2021
Spotswood,170900,-37.83063888,144.8859335,2021
Laburnum,167650,-37.82078023,145.1407027,2021
Brunswick,167400,-37.76772055,144.9595865,2021
Seaford,162550,-38.10402104,145.1282304,2021
Chelsea,161650,-38.05195538,145.1160413,2021
South Kensington,159950,-37.79953087,144.925469,2021
Ruthven,157350,-37.70789754,145.0095166,2021
Royal Park,156050,-37.78119293,144.9523013,2021
Merlynston,154400,-37.72093389,144.9613135,2021
Gowrie,153350,-37.700678,144.9588743,2021
Belgrave,152800,-37.9091021,145.3552913,2021
Strathmore,151600,-37.74359132,144.9273157,2021
Northcote,150400,-37.76986537,144.9952772,2021
Glen Iris,148050,-37.85930842,145.0582249,2021
Canterbury,145650,-37.82448518,145.0812242,2021
Altona,144800,-37.8671476,144.8296447,2021
Patterson,144800,-37.92514919,145.03547,2021
Batman,142200,-37.73352285,144.9628406,2021
Dennis,140800,-37.77918729,145.0082416,2021
Yarraman,140000,-37.97825454,145.1916003,2021
Westona,137950,-37.86516348,144.8134936,2021
Darling,135200,-37.86895684,145.0629508,2021
Jacana,133250,-37.69513079,144.9158505,2021
Ringwood East,133050,-37.81196804,145.2501909,2021
Kooyong,132800,-37.83992894,145.0335516,2021
Bell,132450,-37.74556212,145.000155,2021
Glenbervie,131350,-37.74720985,144.9209387,2021
Alphington,129950,-37.77839363,145.0312549,2021
Macaulay,126350,-37.79426673,144.9361663,2021
Westgarth,124700,-37.7806207,144.9992332,2021
Flemington Bridge,123200,-37.78813995,144.9393233,2021
Croxton,121300,-37.764101,144.9970562,2021
Heyington,120750,-37.83467244,145.0226353,2021
Beaconsfield,119350,-38.05083135,145.3660737,2021
Hallam,118900,-38.01774038,145.2697768,2021
Montmorency,117950,-37.71529624,145.1215157,2021
Burwood,116850,-37.85156328,145.0805111,2021
Middle Gorge,115350,-37.644062,145.09214,2021
Coolaroo,114400,-37.66100253,144.9260556,2021
Ashburton,109450,-37.86196753,145.0813438,2021
Heathmont,105300,-37.82832227,145.2445554,2021
East Camberwell,104900,-37.82589419,145.0681902,2021
Middle Footscray,103450,-37.8025047,144.8914721,2021
Upper Ferntree Gully,103250,-37.8926717,145.3075302,2021
Edithvale,101050,-38.03805602,145.1085355,2021
North Williamstown,98800,-37.85733348,144.8890695,2021
Mont Albert,98450,-37.81942655,145.1055304,2021
Chatham,95650,-37.82429952,145.0886479,2021
Kananook,93400,-38.12174203,145.1352953,2021
Aspendale,88300,-38.02722019,145.1021496,2021
Hawkstowe,87950,-37.622992,145.097396,2021
Fawkner,86400,-37.71462129,144.960545,2021
Riversdale,85550,-37.83150543,145.069646,2021
Diamond Creek,83600,-37.67329744,145.1585062,2021
Hartwell,75500,-37.84398457,145.0755596,2021
Aircraft,73150,-37.86660595,144.7608094,2021
Merri,72550,-37.77784668,144.9929725,2021
Upwey,69600,-37.90369097,145.3313334,2021
Williamstown Beach,69250,-37.86398189,144.8944837,2021
Rushall,69100,-37.78321711,144.9924071,2021
Bonbeach,67050,-38.06294478,145.1196804,2021
Diggers Rest,65200,-37.62701651,144.7199224,2021
Officer,64850,-38.06614572,145.4109872,2021
Darebin,60500,-37.77496341,145.038476,2021
Williamstown,60150,-37.86775292,144.9053233,2021
Eaglemont,58550,-37.76358553,145.0539427,2021
Hurstbridge,57050,-37.63939817,145.1920169,2021
Alamein,54200,-37.86832039,145.0796557,2021
Seaholme,49550,-37.86784231,144.8409577,2021
Flemington Racecourse,36550,-37.78720192,144.9075887,2021
Willison,35750,-37.83571565,145.0702976,2021
Tecoma,32600,-37.90811849,145.3429946,2021
Wattle Glen,17550,-37.66396792,145.1816145,2021
Showgrounds,8350,-37.7835,144.915,2021
Hastings,8300,-38.30565853,145.1859799,2021
Crib Point,6700,-38.36612338,145.2040433,2021
Bittern,4600,-38.33739032,145.1780265,2021
Somerville,4500,-38.22534196,145.1762449,2021
Leawarra,4150,-38.152034,145.139534,2021
Stony Point,3600,-38.37423454,145.2218375,2021
Tyabb,2350,-38.259815,145.1864007,2021
Morradoo,2300,-38.35403334,145.1896025,2021
Baxter,1500,-38.19404306,145.1605261,2021
Flinders Street,18793400,-37.81830513,144.9669643,2022
Southern Cross,10942400,-37.81793643,144.9514112,2022
Melbourne Central,8626300,-37.80993877,144.9625935,2022
Parliament,4723950,-37.81105406,144.9729109,2022
Footscray,3957000,-37.80108298,144.9031992,2022
Richmond,3105850,-37.82407446,144.9901643,2022
South Yarra,2769550,-37.83844935,144.9923422,2022
Flagstaff,2758300,-37.81198131,144.9556538,2022
Caulfield,2668350,-37.87745946,145.0425248,2022
Box Hill,1924250,-37.81922165,145.1214289,2022
Glenferrie,1747000,-37.82146682,145.0364388,2022
Dandenong,1738900,-37.98996792,145.2097254,2022
Sunshine,1635650,-37.78853633,144.8328782,2022
Camberwell,1631400,-37.82656714,145.0586972,2022
Ringwood,1334550,-37.81588648,145.2289685,2022
Glen Waverley,1291900,-37.87950407,145.1620575,2022
Oakleigh,1253850,-37.90037214,145.0883079,2022
Clayton,1209900,-37.92468255,145.1205344,2022
Williams Landing,1166300,-37.86986533,144.7474447,2022
Springvale,1162600,-37.94950878,145.1534518,2022
Essendon,1160200,-37.7560117,144.9161975,2022
North Melbourne,1144850,-37.80630984,144.9415102,2022
Huntingdale,1118800,-37.91101734,145.1023643,2022
Craigieburn,1110800,-37.6018169,144.9433203,2022
Newport,1068800,-37.84271757,144.8835999,2022
Watergardens,1029750,-37.70112872,144.7741805,2022
Frankston,1022400,-38.14299007,145.1261623,2022
Werribee,941250,-37.89937805,144.661118,2022
Jolimont,921700,-37.81652702,144.9840983,2022
St Albans,891100,-37.74486131,144.8000505,2022
Prahran,838550,-37.84951848,144.9898599,2022
Laverton,817350,-37.86369404,144.7726167,2022
Noble Park,816200,-37.96723193,145.1769357,2022
Carnegie,806150,-37.88624148,145.0585751,2022
Cranbourne,787600,-38.09953731,145.280599,2022
Blackburn,777500,-37.82007075,145.1500135,2022
Hoppers Crossing,738900,-37.88327618,144.7009549,2022
Sandringham,731450,-37.95033018,145.0045614,2022
Balaclava,726350,-37.86948773,144.9935121,2022
Broadmeadows,725000,-37.68304926,144.9196132,2022
Clifton Hill,716900,-37.78865745,144.9954167,2022
Elsternwick,710350,-37.88475311,145.0008979,2022
Burnley,709000,-37.82756022,145.0075551,2022
Yarraville,700050,-37.81585044,144.8899337,2022
Berwick,697250,-38.04040829,145.3457261,2022
Reservoir,691000,-37.71688492,145.0069958,2022
Epping,672900,-37.65238715,145.0301217,2022
Mernda,672750,-37.602549,145.100883,2022
Westall,668350,-37.93849121,145.1388326,2022
Syndal,660100,-37.87622963,145.1497805,2022
Moonee Ponds,648000,-37.76570666,144.9191607,2022
Mitcham,647850,-37.81800987,145.1919735,2022
Glenroy,626050,-37.70453633,144.9172204,2022
Mount Waverley,606350,-37.87525526,145.1280557,2022
Heidelberg,605950,-37.75707293,145.0606855,2022
Mentone,588750,-37.9818654,145.0651659,2022
Sunbury,581150,-37.57909097,144.7273188,2022
Thomastown,571800,-37.68033809,145.0142789,2022
Murrumbeena,567900,-37.89019832,145.0673749,2022
Windsor,555550,-37.85605308,144.9920352,2022
Auburn,555400,-37.82239831,145.0458437,2022
North Richmond,540950,-37.81039836,144.9925003,2022
Ivanhoe,537800,-37.76889674,145.0454252,2022
Malvern,531650,-37.8662533,145.0292939,2022
Victoria Park,529400,-37.79915782,144.9944514,2022
Nunawading,526300,-37.82060317,145.1748917,2022
Ginifer,519400,-37.75751083,144.8095734,2022
South Morang,510050,-37.6491588,145.0670324,2022
Moorabbin,505450,-37.93435329,145.0367383,2022
Newmarket,496250,-37.78732767,144.9289785,2022
Croydon,492650,-37.79543697,145.2805978,2022
Rosanna,492000,-37.7428786,145.0661403,2022
Keilor Plains,483400,-37.72927934,144.7937381,2022
North Brighton,480700,-37.90488721,145.002605,2022
Middle Brighton,473800,-37.91513441,144.9962991,2022
Hawthorn,469400,-37.82182601,145.0228987,2022
West Footscray,466850,-37.8018087,144.8853248,2022
East Richmond,457450,-37.82639995,144.9970657,2022
Cheltenham,450000,-37.96664989,145.0545579,2022
Hughesdale,444600,-37.89488129,145.0776351,2022
Macleod,441450,-37.7260123,145.0691433,2022
Ripponlea,440500,-37.87590643,144.9952366,2022
Hampton,436550,-37.93797681,145.0014706,2022
Roxburgh Park,433550,-37.63823121,144.9354037,2022
Narre Warren,429650,-38.02780932,145.3039694,2022
Pascoe Vale,422850,-37.73075596,144.9281956,2022
Mordialloc,416750,-38.00658295,145.0876594,2022
Tooronga,415900,-37.84936553,145.0417337,2022
Bentleigh,415200,-37.91742457,145.0369951,2022
Southland,413400,-37.958758,145.049124,2022
Collingwood,413050,-37.80452593,144.9937497,2022
Fairfield,406550,-37.77917126,145.0169053,2022
Mooroolbark,405950,-37.78474883,145.3124024,2022
Hallam,399600,-38.01774038,145.2697768,2022
Coburg,399550,-37.74234502,144.9633363,2022
Preston,398450,-37.73867424,145.000522,2022
Pakenham,398000,-38.08061397,145.4863791,2022
Merinda Park,397700,-38.07900048,145.2635114,2022
Lilydale,390200,-37.75551777,145.3477102,2022
Lalor,388600,-37.66585075,145.0171932,2022
Watsonia,388050,-37.71095798,145.0837934,2022
Brighton Beach,386650,-37.92648432,144.9891536,2022
Ascot Vale,383400,-37.77530609,144.9218207,2022
Ormond,379600,-37.90321167,145.0396134,2022
West Richmond,372950,-37.81494896,144.9914228,2022
Holmesglen,371750,-37.87440222,145.090662,2022
Armadale,370550,-37.85645238,145.0193255,2022
Kensington,368400,-37.79378022,144.9305244,2022
Oak Park,368050,-37.71794973,144.9215188,2022
Tottenham,365900,-37.7992509,144.8629449,2022
Jordanville,362950,-37.87360339,145.1120902,2022
Gardenvale,356400,-37.89669508,145.0041684,2022
Boronia,355950,-37.8604518,145.2843851,2022
Gardiner,352450,-37.85327908,145.0516547,2022
Thornbury,340700,-37.75505179,144.9985715,2022
Hawksburn,340500,-37.84459087,145.0021421,2022
Albion,336250,-37.77765281,144.8247036,2022
Seddon,335100,-37.80900514,144.8956716,2022
Lynbrook,331200,-38.05734118,145.2492751,2022
Bayswater,329600,-37.84173004,145.2681364,2022
Toorak,329150,-37.85077381,145.0139086,2022
Regent,323850,-37.72840277,145.0027726,2022
East Malvern,320100,-37.87693002,145.069393,2022
Greensborough,319400,-37.70395408,145.1082474,2022
Glenhuntly,319350,-37.88971946,145.0422229,2022
Eltham,316700,-37.71354967,145.147822,2022
Chelsea,316650,-38.05195538,145.1160413,2022
Sandown Park,315850,-37.95650457,145.1628259,2022
Cardinia Road,309800,-38.07129047,145.437791,2022
Highett,292800,-37.948425,145.0418718,2022
Heatherdale,289950,-37.81889537,145.2127872,2022
South Kensington,283350,-37.79953087,144.925469,2022
Carrum,281800,-38.07489292,145.1224183,2022
Seaford,279000,-38.10402104,145.1282304,2022
Moreland,278950,-37.75448484,144.961823,2022
Keon Park,271900,-37.69487012,145.0118838,2022
Anstey,263200,-37.76124203,144.960684,2022
Bell,262500,-37.74556212,145.000155,2022
Spotswood,258700,-37.83063888,144.8859335,2022
Jewell,253550,-37.77498702,144.9587169,2022
Mckinnon,251050,-37.91030903,145.038299,2022
Glen Iris,247850,-37.85930842,145.0582249,2022
Ferntree Gully,246500,-37.88169799,145.2952513,2022
Darling,245850,-37.86895684,145.0629508,2022
Strathmore,242550,-37.74359132,144.9273157,2022
Royal Park,241700,-37.78119293,144.9523013,2022
Northcote,239250,-37.76986537,144.9952772,2022
North Williamstown,238350,-37.85733348,144.8890695,2022
Kooyong,238100,-37.83992894,145.0335516,2022
Ruthven,237150,-37.70789754,145.0095166,2022
Brunswick,234900,-37.76772055,144.9595865,2022
Parkdale,231600,-37.99307882,145.0763268,2022
Altona,226200,-37.8671476,144.8296447,2022
Upfield,225650,-37.66607779,144.9467399,2022
Dennis,223750,-37.77918729,145.0082416,2022
Glenbervie,216300,-37.74720985,144.9209387,2022
Alphington,216150,-37.77839363,145.0312549,2022
Yarraman,210350,-37.97825454,145.1916003,2022
Beaconsfield,209400,-38.05083135,145.3660737,2022
Laburnum,208400,-37.82078023,145.1407027,2022
Ringwood East,206700,-37.81196804,145.2501909,2022
Westona,206550,-37.86516348,144.8134936,2022
Croxton,202800,-37.764101,144.9970562,2022
Patterson,201850,-37.92514919,145.03547,2022
Gowrie,201250,-37.700678,144.9588743,2022
Belgrave,197600,-37.9091021,145.3552913,2022
Aircraft,194950,-37.86660595,144.7608094,2022
Burwood,194700,-37.85156328,145.0805111,2022
Merlynston,194300,-37.72093389,144.9613135,2022
Macaulay,191800,-37.79426673,144.9361663,2022
Coolaroo,189850,-37.66100253,144.9260556,2022
Middle Gorge,188600,-37.644062,145.09214,2022
Batman,185900,-37.73352285,144.9628406,2022
Flemington Bridge,184050,-37.78813995,144.9393233,2022
Heyington,182150,-37.83467244,145.0226353,2022
Westgarth,182000,-37.7806207,144.9992332,2022
Jacana,176700,-37.69513079,144.9158505,2022
Surrey Hills,175650,-37.82414805,145.0987747,2022
Middle Footscray,173550,-37.8025047,144.8914721,2022
Riversdale,169350,-37.83150543,145.069646,2022
Edithvale,168750,-38.03805602,145.1085355,2022
Ashburton,168550,-37.86196753,145.0813438,2022
Showgrounds,168400,-37.7835,144.915,2022
Canterbury,160850,-37.82448518,145.0812242,2022
Hawkstowe,159150,-37.622992,145.097396,2022
Kananook,155800,-38.12174203,145.1352953,2022
Montmorency,147500,-37.71529624,145.1215157,2022
Upper Ferntree Gully,145900,-37.8926717,145.3075302,2022
Aspendale,142800,-38.02722019,145.1021496,2022
Williamstown Beach,141650,-37.86398189,144.8944837,2022
Heathmont,137150,-37.82832227,145.2445554,2022
Diggers Rest,129750,-37.62701651,144.7199224,2022
Flemington Racecourse,129200,-37.78720192,144.9075887,2022
Officer,127000,-38.06614572,145.4109872,2022
Fawkner,124050,-37.71462129,144.960545,2022
Bonbeach,121600,-38.06294478,145.1196804,2022
Merri,121150,-37.77784668,144.9929725,2022
Williamstown,120250,-37.86775292,144.9053233,2022
Hartwell,117950,-37.84398457,145.0755596,2022
East Camberwell,108800,-37.82589419,145.0681902,2022
Chatham,104900,-37.82429952,145.0886479,2022
Rushall,101600,-37.78321711,144.9924071,2022
Eaglemont,99350,-37.76358553,145.0539427,2022
Diamond Creek,99200,-37.67329744,145.1585062,2022
Darebin,95550,-37.77496341,145.038476,2022
Mont Albert,92300,-37.81942655,145.1055304,2022
Upwey,90150,-37.90369097,145.3313334,2022
Seaholme,79350,-37.86784231,144.8409577,2022
Alamein,78100,-37.86832039,145.0796557,2022
Hurstbridge,67900,-37.63939817,145.1920169,2022
Willison,62800,-37.83571565,145.0702976,2022
Union,50850,-37.823477,145.1000368,2022
Tecoma,43850,-37.90811849,145.3429946,2022
Wattle Glen,20800,-37.66396792,145.1816145,2022
Hastings,13350,-38.30565853,145.1859799,2022
Crib Point,9450,-38.36612338,145.2040433,2022
Somerville,7250,-38.22534196,145.1762449,2022
Bittern,7050,-38.33739032,145.1780265,2022
Leawarra,5550,-38.152034,145.139534,2022
Stony Point,5500,-38.37423454,145.2218375,2022
Morradoo,3750,-38.35403334,145.1896025,2022
Tyabb,3400,-38.259815,145.1864007,2022
Baxter,2150,-38.19404306,145.1605261,2022
Flinders Street,20345200,-37.81830513,144.9669643,2023
Flinders Street,20345200,-37.81830513,144.9669643,2023
